ORD.,SIGA,GRUPO,GRUPO MATERIAL/SERVIÇO,CLASSE,CLASSE MATERIAL/SERVIÇO,"Nº TOMBO
ANTERIOR",ORIGEM anterior,"Nº TOMBO
ATUAL",ORIGEM ATUAL,NED,NF,VALOR,DESCRIÇÃO DO MATERIAL ( SISTEMA),DESCRIÇÃO RESUMIDA,QUANTIDADE,SITUAÇÃO,GALPÃO,ESTOQUE,SAÍDA,SALDO
899,8392010,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,EQUIPAMENTOS DE REFRIGERAÇÃO,,STDS,,,,,,"BEBEDOURO, INDUSTRIAL, ELÉTRICO HORIZONTAL,  AÇO INOXIDÁVEL, COM FILTRO, 03 TORNEIRAS, 50 LITROS",BEBEDOURO INDUSTRIAL COM 3 TORNEIRAS,1,BOM,SEAS,1,0,1
900,8392010,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,EQUIPAMENTOS DE REFRIGERAÇÃO,,STDS,,,,,,"BEBEDOURO, INDUSTRIAL, ELÉTRICO HORIZONTAL,  AÇO INOXIDÁVEL, COM FILTRO, 03 TORNEIRAS, 50 LITROS",BEBEDOURO INDUSTRIAL COM 3 TORNEIRAS,1,BOM,SEAS,1,0,1
901,8392010,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,EQUIPAMENTOS DE REFRIGERAÇÃO,,STDS,,,,,,"BEBEDOURO, INDUSTRIAL, ELÉTRICO HORIZONTAL,  AÇO INOXIDÁVEL, COM FILTRO, 03 TORNEIRAS, 50 LITROS",BEBEDOURO INDUSTRIAL COM 3 TORNEIRAS,1,BOM,SEAS,1,0,1
902,8392010,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,EQUIPAMENTOS DE REFRIGERAÇÃO,48870,STDS,,,,,,"BEBEDOURO, INDUSTRIAL, ELÉTRICO HORIZONTAL,  AÇO INOXIDÁVEL, COM FILTRO, 03 TORNEIRAS, 50 LITROS",BEBEDOURO INDUSTRIAL COM 3 TORNEIRAS,1,BOM,SEAS,1,1,0
903,200093,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,EQUIPAMENTOS DE VENTILAÇÃO E CIRCULAÇÃO DE AR,SEM TOMBO,STDS,,,,,,"FREEZER, HORIZONTAL, CAPACIDADE MÍNIMA 500 LITROS, 2 TAMPAS, POTENCIA MÍNIMA 200 W, ",FREEZER HORIZONTAL DE 2 PORTAS,1,RUIM,URLBM,1,1,0
,200093,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,EQUIPAMENTOS DE REFRIGERAÇÃO ,47556,STDS,06871,SEAS,,,,"FREEZER, HORIZONTAL, CAPACIDADE MÍNIMA 500 LITROS, 2 TAMPAS, POTENCIA MÍNIMA 200 W, ",FREEZER HORIZONTAL DE 2 PORTAS,1,BOM,SEAS,1,1,0
,200093,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,EQUIPAMENTOS DE REFRIGERAÇÃO ,47555,STDS,06847,SEAS,,,,"FREEZER, HORIZONTAL, CAPACIDADE MÍNIMA 500 LITROS, 2 TAMPAS, POTENCIA MÍNIMA 200 W, ",FREEZER HORIZONTAL DE 2 PORTAS,1,BOM,SEAS,1,1,0
904,89532,41,"EQUIPAMENTOS PARA REFRIGERAÇAO, CONDICIONAMENTO E PURIFICAÇÃO DE AR ",10,EQUIPAMENTOS DE REFRIGERAÇÃO ,43058,STDS,,,,,,"FRIGOBAR, COM PORTA LATAS, DIVISORIA PARA GARRAFAS, GAVETA MULTIUSO, CONGELADOR, CONTROLADOR DE TEMPERATURA, PES AJUSTAVEIS, COR BRANCA, BIVOLT OU 220 VOLTS, CERTIFICADO PELO INMETRO, NIVEL ""A"" DE CONSUMO DE ENERGIA, GARANTIA 1 ANO, CAPACIDADE 120 LITROS, CAIXA 1.0 UNIDADE",FRIGOBAR,1,BOM,SEAS,,,
905,355518,65,"EQUIPAMENTOS, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, HOSPITALAR E L",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50000,STDS,,,3044,000.000.022,"R$ 1.000,00","MESA AUXILIAR, 40X60X80, ARMACAO CONSTRUIDA EM TUBOS REDONDOS DE ACO DE 1” DE DIAMETRO E 1,25 MM DE ESPESSURA DE PAREDE, ACO INOXIDAVEL, TAMPO E PRATELEIRA EM CHAPA DE ACO INOX DE ACABAMENTO POLIDO AISI 304; EXTREMIDADES SEM ARESTAS; ACABAMENTO SEM REBARBAS E SALIENCIAS, PES PROVIDOS DE RODAS GIRATORIAS, MEDIDAS APROXIMADAS: 0,40M L, 0,60M C, 0,80M, IDENTIFICACAO DO FABRICANTE NA PECA, UNIDADE 1.0 UNIDADE",MESA AUXILIAR DE AÇO,1,BOM,SEAS,,,
906,355518,65,"EQUIPAMENTOS, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, HOSPITALAR E L",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50001,STDS,,,3044,000.000.022,"R$ 1.000,00","MESA AUXILIAR, 40X60X80, ARMACAO CONSTRUIDA EM TUBOS REDONDOS DE ACO DE 1” DE DIAMETRO E 1,25 MM DE ESPESSURA DE PAREDE, ACO INOXIDAVEL, TAMPO E PRATELEIRA EM CHAPA DE ACO INOX DE ACABAMENTO POLIDO AISI 304; EXTREMIDADES SEM ARESTAS; ACABAMENTO SEM REBARBAS E SALIENCIAS, PES PROVIDOS DE RODAS GIRATORIAS, MEDIDAS APROXIMADAS: 0,40M L, 0,60M C, 0,80M, IDENTIFICACAO DO FABRICANTE NA PECA, UNIDADE 1.0 UNIDADE",MESA AUXILIAR DE AÇO,1,BOM,SEAS,,,
907,355518,65,"EQUIPAMENTOS, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, HOSPITALAR E L",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50002,STDS,,,3044,000.000.022,"R$ 1.000,00","MESA AUXILIAR, 40X60X80, ARMACAO CONSTRUIDA EM TUBOS REDONDOS DE ACO DE 1” DE DIAMETRO E 1,25 MM DE ESPESSURA DE PAREDE, ACO INOXIDAVEL, TAMPO E PRATELEIRA EM CHAPA DE ACO INOX DE ACABAMENTO POLIDO AISI 304; EXTREMIDADES SEM ARESTAS; ACABAMENTO SEM REBARBAS E SALIENCIAS, PES PROVIDOS DE RODAS GIRATORIAS, MEDIDAS APROXIMADAS: 0,40M L, 0,60M C, 0,80M, IDENTIFICACAO DO FABRICANTE NA PECA, UNIDADE 1.0 UNIDADE",MESA AUXILIAR DE AÇO,1,BOM,SEAS,,,
908,355518,65,"EQUIPAMENTOS, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, HOSPITALAR E L",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50003,STDS,,,3044,000.000.022,"R$ 1.000,00","MESA AUXILIAR, 40X60X80, ARMACAO CONSTRUIDA EM TUBOS REDONDOS DE ACO DE 1” DE DIAMETRO E 1,25 MM DE ESPESSURA DE PAREDE, ACO INOXIDAVEL, TAMPO E PRATELEIRA EM CHAPA DE ACO INOX DE ACABAMENTO POLIDO AISI 304; EXTREMIDADES SEM ARESTAS; ACABAMENTO SEM REBARBAS E SALIENCIAS, PES PROVIDOS DE RODAS GIRATORIAS, MEDIDAS APROXIMADAS: 0,40M L, 0,60M C, 0,80M, IDENTIFICACAO DO FABRICANTE NA PECA, UNIDADE 1.0 UNIDADE",MESA AUXILIAR DE AÇO,1,BOM,SEAS,,,
909,355518,65,"EQUIPAMENTOS, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, HOSPITALAR E L",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50004,STDS,,,3044,000.000.022,"R$ 1.000,00","MESA AUXILIAR, 40X60X80, ARMACAO CONSTRUIDA EM TUBOS REDONDOS DE ACO DE 1” DE DIAMETRO E 1,25 MM DE ESPESSURA DE PAREDE, ACO INOXIDAVEL, TAMPO E PRATELEIRA EM CHAPA DE ACO INOX DE ACABAMENTO POLIDO AISI 304; EXTREMIDADES SEM ARESTAS; ACABAMENTO SEM REBARBAS E SALIENCIAS, PES PROVIDOS DE RODAS GIRATORIAS, MEDIDAS APROXIMADAS: 0,40M L, 0,60M C, 0,80M, IDENTIFICACAO DO FABRICANTE NA PECA, UNIDADE 1.0 UNIDADE",MESA AUXILIAR DE AÇO,1,BOM,SEAS,,,
910,355518,65,"EQUIPAMENTOS, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, HOSPITALAR E L",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50005,STDS,,,3044,000.000.022,"R$ 1.000,00","MESA AUXILIAR, 40X60X80, ARMACAO CONSTRUIDA EM TUBOS REDONDOS DE ACO DE 1” DE DIAMETRO E 1,25 MM DE ESPESSURA DE PAREDE, ACO INOXIDAVEL, TAMPO E PRATELEIRA EM CHAPA DE ACO INOX DE ACABAMENTO POLIDO AISI 304; EXTREMIDADES SEM ARESTAS; ACABAMENTO SEM REBARBAS E SALIENCIAS, PES PROVIDOS DE RODAS GIRATORIAS, MEDIDAS APROXIMADAS: 0,40M L, 0,60M C, 0,80M, IDENTIFICACAO DO FABRICANTE NA PECA, UNIDADE 1.0 UNIDADE",MESA AUXILIAR DE AÇO,1,BOM,SEAS,,,
911,355518,65,"EQUIPAMENTOS, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, HOSPITALAR E L",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,SEM TOMBO,STDS,,,falta,0,"R$ 0,00","MESA AUXILIAR, 40X60X80, ARMACAO CONSTRUIDA EM TUBOS REDONDOS DE ACO DE 1” DE DIAMETRO E 1,25 MM DE ESPESSURA DE PAREDE, ACO INOXIDAVEL, TAMPO E PRATELEIRA EM CHAPA DE ACO INOX DE ACABAMENTO POLIDO AISI 304; EXTREMIDADES SEM ARESTAS; ACABAMENTO SEM REBARBAS E SALIENCIAS, PES PROVIDOS DE RODAS GIRATORIAS, MEDIDAS APROXIMADAS: 0,40M L, 0,60M C, 0,80M, IDENTIFICACAO DO FABRICANTE NA PECA, UNIDADE 1.0 UNIDADE",MESA AUXILIAR DE AÇO,6,BOM,SEAS,,,
912,813249,65,"EQUIPAMENTOS, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, HOSPITALAR E L",26,MATERIAL DE USO TECNICO HOSPITALAR,SEM TOMBO,STDS,,,,,,"TOUCA (PROTETOR DE CABELO), DESCARTAVEL, COR BRANCA, TAMANHO GRANDE, MOLDANDO-SE A TODO TAMANHO DE CABECA E CABELO, ELASTICO, EMBALADA EM DISPENSOR BOX, CAIXA 100.0 UNIDADES",TOCA DESCARTÁVEL,30,BOM,SEAS,,,
913,518152,37,"FERRAGENS E ABRASIVOS
",40,FERRAMENTAS DIVERSAS E MATERIAIS ABRASIVOS,47573,STDS,,,,,,"MAQUINA ROCADEIRA, GASOLINA, POTENCIA DE 52CC, MOTOR 2 TEMPOS, 2,5HP",ROÇADEIRA A COMBUSTÃO,1,BOM,SEAS,1,0,1
914,690293,53,FERRAGENS E ABRASIVOS ,40,FERRAMENTAS DIVERSAS E MATERIAIS ABRASIVOS ,44525,STDS,,,,,,"FURADEIRA DE 3/8, 500 W",FURADEIRA 3/8,1,BOM,SEAS,1,1,0
915,690293,53,FERRAGENS E ABRASIVOS ,40,FERRAMENTAS DIVERSAS E MATERIAIS ABRASIVOS ,44499,STDS,,,,,,"FURADEIRA DE 3/8, 500 W",FURADEIRA 3/8,1,BOM,SEAS,,,
916,690293,53,FERRAGENS E ABRASIVOS ,40,FERRAMENTAS DIVERSAS E MATERIAIS ABRASIVOS ,44524,STDS,,,,,,"FURADEIRA DE 3/8, 500 W",FURADEIRA 3/8,1,BOM,SEAS,,,
917,518339,53,FERRAGENS E ABRASIVOS ,40,FERRAMENTAS DIVERSAS E MATERIAIS ABRASIVOS,SEM TOMBO,STDS,,,,,,"FOICE, CABO, EMBALAGEM 1.0 UNIDADE",FOICE COM CABO,10,BOM,SEAS,,,
918,FALTA,53,FERRAGENS E ABRASIVOS ,40,FERRAMENTAS DIVERSAS E MATERIAIS ABRASIVOS,SEM TOMBO,STDS,,,,,,"FOICE, CABO, EMBALAGEM 1.0 UNIDADE",FOICE PARA PASTO,10,BOM,SEAS,,,
919,342513,51,FERRAMENTAS MANUAIS,10,"FERRAMENTAS MANUAIS DE CORTE, NAO ACIONADAS POR FORCA MOTRIZ",SEM TOMBO,STDS,,,,,,"FACAO, 16 POLEGADAS, UNIDADE 1.0 UNIDADE",FACÃO PARA MATO,10,BOM,SEAS,,,
920,584696,51,FERRAMENTAS MANUAIS,20,"FERRAMENTAS MANUAIS SEM CORTE, NAO ACIONADAS POR FORCA MOTRIZ
",SEM TOMBO,STDS,,,,,,"ENXADA, EM ACO, 2.1/2'', DIAMETRO 38 MM, CABO DE MADEIRA DE 1,30M, UNIDADE 1.0 UNIDADE",ENCHADA COM CABO,6,BOM,SEAS,,,
921,702235,51,FERRAMENTAS MANUAIS,20,"FERRAMENTAS MANUAIS SEM CORTE, NAO ACIONADAS POR FORCA MOTRIZ",Ñ TOMBA,STDS,,,,,,"PA, BICO, ACO, CABO DE MADEIRA INDUSTRIALIZADA, PRIMEIRA QUALIDADE, UNIDADE 1.0 UNIDADE",PÁ DE BICO,10,BOM,SEAS,,,
922,FALTA,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,48039,STDS,,,,,,TAMBOR DE MARACATU COM BAQUETAS,TAMBOR DE MARACATU,1,BOM,SEAS,1,0,1
923,607447,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,48041,STDS,,,,,,"ZABUMBA, CORPO MADEIRA, COR NATURAL, FERRAGEM PRETA, AROS DE MADEIRA, MEDIDAS APROXIMADAS 20 X 16 CM, UNIDADE 1.0 UNIDADE ",ZABUMBA,1,BOM,SEAS,1,0,1
924,FALTA,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,48037,STDS,,,,,,TECLADO MUSICAL,TECLADO MUSICAL,1,1,BOM,1,1,0
925,FALTA,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,48042,STDS,-,-,-,-,-,CAVAQUINHO,CAVAQUINHO,1,BOM,SEAS,1,1,0
926,607029,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,48036,STDS,,,,,,VIOLÃO ELÉTRICO,VIOLÃO ELÉTRICO,1,BOM,SEAS,1,1,0
927,FALTA,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,48044,STDS,,,,,,GUITARRA ELÉTRICA,GUITARRA ELÉTRICA,1,BOM,SEAS,1,1,0
928,FALTA,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,48045,STDS,,,,,,CONTRA BAIXO,CONTRA BAIXO,1,1,BOM,1,1,0
929,230855,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,48040,STDS,,,,,,"INSTRUMENTO MUSICAL, PANDEIRO SINFÔNICO, 10'', COM DUPLA FILEIRA DE PLATINELAS, EMBALAGEM 1.0 UNIDADE ",PANDEIRO,1,BOM,SEAS,1,0,1
930,144304,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,Ñ TOMBA,STDS,-,-,-,-,-,"INSTRUMENTO MUSICAL, TRIANGULO SINFÔNICO, PRODUZIDO EM METAL LATÃO, 8'', COM CLIP E BAQUETAS, FABRICADOS EM LIGA DE METAL ESPECIAL, EMBALAGEM 1.0 UNIDADE ",TRIANGULO,1,BOM,SEAS,1,0,1
931,FALTA,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,48043,STDS,,,,,,BATERIA,BATERIA,1,BOM,SEAS,1,0,1
932,FALTA,77,INSTRUMENTOS MUSICAIS,10,INSTRUMENTOS MUSICAIS,48038,STDS,,,,,,SUPORTE P/ VIOLÃO,SUPORTE PARA VIOLÃO,1,BOM,SEAS,1,0,1
933,173851,47,"MANGUEIRA, PRETA PONTILHADA, PARA IRRIGACAO, UNIDADE 1.0 UNIDADE",20,MANGUEIRAS E TUBULACOES FLEXIVEIS,Ñ TOMBA,STDS,,,,,,"MANGUEIRA, PRETA PONTILHADA, PARA IRRIGACAO, UNIDADE 1.0 UNIDADE",MICROTUBO,600,BOM,SEAS,,,
934,6245110,37,MAQUINARIA E EQUIPAMENTOS AGRÍCOLAS,50,IMPLEMENTOS E FERRAMENTAS DE JARDINAGEM,Ñ TOMBA,STDS,,,,,,"REGADOR, DE PLANTAS, PLASTICO, CAPACIDADE 1,5 KG, EMBALAGEM 1.0 UNIDADE
",REGADOR PLÁSTICO,10,BOM,SEAS,,,
935,715743,37,MAQUINARIA E EQUIPAMENTOS AGRÍCOLAS,50, IMPLEMENTOS E FERRAMENTAS DE JARDINAGEM,Ñ TOMBA,STDS,,,,,,"TESOURA PARA PODA, 12"", ACO CARBONO, CABO EM MADEIRA, UNIDADE 1.0 UNIDADE",TESOURA PARA PODA,40,BOM,SEAS,,,
936,690610,39,MAQUINAS E EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,20,TRANSPORTADORES MANUAIS ,47614,STDS,,,,,,"CARRO, TRANSPORTE DE CARGA, ESTRUTURA TUBULAR, RODA PNEUMATICA, ROLAMENTO DE ROLETE,",CARRINHO PARA TRANSPORTE DE MERCADORIA COM ALAVANCA,1,BOM,SEAS,,,
937,690610,39,MAQUINAS E EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,20,TRANSPORTADORES MANUAIS ,47625,STDS,,,,,,"CARRO, TRANSPORTE DE CARGA, ESTRUTURA TUBULAR, RODA PNEUMATICA, ROLAMENTO DE ROLETE,",CARRINHO PARA TRANSPORTE DE MERCADORIA COM ALAVANCA,1,BOM,SEAS,,,
938,690610,39,MAQUINAS E EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,20,TRANSPORTADORES MANUAIS ,47598,STDS,,,,,,"CARRO, TRANSPORTE DE CARGA, ESTRUTURA TUBULAR, RODA PNEUMATICA, ROLAMENTO DE ROLETE,",CARRO PRANCHA COM CESTO,1,BOM,SEAS,,,
,9612510,35,MAQUINAS E EQUIPAMENTOS PARA SERVIÇOS GERAIS,10,EQUIPAMENTOS DE LAVANDERIA E LAVAGEM A SECO,-,SEAS,,,,,,"MAQUINA SECADORA, ROTATIVA INDUSTRIAL, CESTO INTERNO ACO INOXIDAVEL,TIMER E CONTROLE DE TEMPERATURA DIGITAL, CAPACIDADE 15 KG",SECADORA INDUSTRIAL,1,BOM,SEAS,1,0,1
939,16233,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49888,STDS,,,3044,000.000.021,"R$ 350,00","ARMÁRIO ARQUIVO, COR CINZA, DIMENSOES: 1300 MM ALTURA X 470 MM LARGURA X 700 MM PROFUNDIDADE, GARANTIA DE 02 ANOS CONTRA DEFEITOS DE FABRICACAO E OXIDACAO, PARA PASTAS SUSPENSAS, COM 4 GAVETAS, DE ACO, TAMANHO OFICIO",ARMÁRIO ARQUIVO DE AÇO 4 GAVETAS,1,BOM,SEAS,1,,
940,16233,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49889,STDS,,,3044,000.000.021,"R$ 350,00","ARMÁRIO ARQUIVO, COR CINZA, DIMENSOES: 1300 MM ALTURA X 470 MM LARGURA X 700 MM PROFUNDIDADE, GARANTIA DE 02 ANOS CONTRA DEFEITOS DE FABRICACAO E OXIDACAO, PARA PASTAS SUSPENSAS, COM 4 GAVETAS, DE ACO, TAMANHO OFICIO",ARMÁRIO ARQUIVO DE AÇO 4 GAVETAS,1,BOM,SEAS,1,,
941,16233,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49890,STDS,,,3044,000.000.021,"R$ 350,00","ARMÁRIO ARQUIVO, COR CINZA, DIMENSOES: 1300 MM ALTURA X 470 MM LARGURA X 700 MM PROFUNDIDADE, GARANTIA DE 02 ANOS CONTRA DEFEITOS DE FABRICACAO E OXIDACAO, PARA PASTAS SUSPENSAS, COM 4 GAVETAS, DE ACO, TAMANHO OFICIO",ARMÁRIO ARQUIVO DE AÇO 4 GAVETAS,1,BOM,SEAS,1,,
942,16233,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49891,STDS,,,3044,000.000.021,"R$ 350,00","ARMÁRIO ARQUIVO, COR CINZA, DIMENSOES: 1300 MM ALTURA X 470 MM LARGURA X 700 MM PROFUNDIDADE, GARANTIA DE 02 ANOS CONTRA DEFEITOS DE FABRICACAO E OXIDACAO, PARA PASTAS SUSPENSAS, COM 4 GAVETAS, DE ACO, TAMANHO OFICIO",ARMÁRIO ARQUIVO DE AÇO 4 GAVETAS,1,BOM,SEAS,1,,
943,16233,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49872,STDS,,,3044,000.000.022,"R$ 350,00","ARMÁRIO ARQUIVO, COR CINZA, DIMENSOES: 1300 MM ALTURA X 470 MM LARGURA X 700 MM PROFUNDIDADE, GARANTIA DE 02 ANOS CONTRA DEFEITOS DE FABRICACAO E OXIDACAO, PARA PASTAS SUSPENSAS, COM 4 GAVETAS, DE ACO, TAMANHO OFICIO",ARMÁRIO ARQUIVO DE AÇO 4 GAVETAS,1,BOM,SEAS,1,,
944,16233,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49892,STDS,,,3042,000.000.021,"R$ 350,00","ARMÁRIO ARQUIVO, COR CINZA, DIMENSOES: 1300 MM ALTURA X 470 MM LARGURA X 700 MM PROFUNDIDADE, GARANTIA DE 02 ANOS CONTRA DEFEITOS DE FABRICACAO E OXIDACAO, PARA PASTAS SUSPENSAS, COM 4 GAVETAS, DE ACO, TAMANHO OFICIO",ARMÁRIO ARQUIVO DE AÇO 4 GAVETAS,1,BOM,SEAS,1,,
945,16233,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49868,STDS,,,3044,000.000.022,"R$ 350,00","ARMÁRIO ARQUIVO, COR CINZA, DIMENSOES: 1300 MM ALTURA X 470 MM LARGURA X 700 MM PROFUNDIDADE, GARANTIA DE 02 ANOS CONTRA DEFEITOS DE FABRICACAO E OXIDACAO, PARA PASTAS SUSPENSAS, COM 4 GAVETAS, DE ACO, TAMANHO OFICIO",ARMÁRIO ARQUIVO DE AÇO 4 GAVETAS,1,BOM,SEAS,1,,
946,16233,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49869,STDS,,,3044,000.000.022,"R$ 350,00","ARMÁRIO ARQUIVO, COR CINZA, DIMENSOES: 1300 MM ALTURA X 470 MM LARGURA X 700 MM PROFUNDIDADE, GARANTIA DE 02 ANOS CONTRA DEFEITOS DE FABRICACAO E OXIDACAO, PARA PASTAS SUSPENSAS, COM 4 GAVETAS, DE ACO, TAMANHO OFICIO",ARMÁRIO ARQUIVO DE AÇO 4 GAVETAS,1,BOM,SEAS,1,,
947,16233,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49870,STDS,,,3044,000.000.022,"R$ 350,00","ARMÁRIO ARQUIVO, COR CINZA, DIMENSOES: 1300 MM ALTURA X 470 MM LARGURA X 700 MM PROFUNDIDADE, GARANTIA DE 02 ANOS CONTRA DEFEITOS DE FABRICACAO E OXIDACAO, PARA PASTAS SUSPENSAS, COM 4 GAVETAS, DE ACO, TAMANHO OFICIO",ARMÁRIO ARQUIVO DE AÇO 4 GAVETAS,1,BOM,SEAS,1,,
948,16233,71,MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49871,STDS,,,3044,000.000.022,"R$ 350,00","ARMÁRIO ARQUIVO, COR CINZA, DIMENSOES: 1300 MM ALTURA X 470 MM LARGURA X 700 MM PROFUNDIDADE, GARANTIA DE 02 ANOS CONTRA DEFEITOS DE FABRICACAO E OXIDACAO, PARA PASTAS SUSPENSAS, COM 4 GAVETAS, DE ACO, TAMANHO OFICIO",ARMÁRIO ARQUIVO DE AÇO 4 GAVETAS,1,BOM,SEAS,1,,
949,774538,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,49893,STDS,,,3042,000.000.021,"R$ 750,00","ARMARIO, ROUPEIRO, ACO, 04 PORTAS, DOBRADICAS, VENEZIANAS, EMBALAGEM 1.0 UNIDADE",ARMÁRIO ROUPEIRO DE AÇO 4 PORTAS,1,BOM,SEAS,,,
950,774538,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,49894,STDS,,,3042,000.000.021,"R$ 750,00","ARMARIO, ROUPEIRO, ACO, 04 PORTAS, DOBRADICAS, VENEZIANAS, EMBALAGEM 1.0 UNIDADE",ARMÁRIO ROUPEIRO DE AÇO 4 PORTAS,1,BOM,SEAS,,,
951,774538,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,49895,STDS,,,3042,000.000.021,"R$ 750,00","ARMARIO, ROUPEIRO, ACO, 04 PORTAS, DOBRADICAS, VENEZIANAS, EMBALAGEM 1.0 UNIDADE",ARMÁRIO ROUPEIRO DE AÇO 4 PORTAS,1,BOM,SEAS,,,
952,774538,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,49896,STDS,,,3042,000.000.021,"R$ 750,00","ARMARIO, ROUPEIRO, ACO, 04 PORTAS, DOBRADICAS, VENEZIANAS, EMBALAGEM 1.0 UNIDADE",ARMÁRIO ROUPEIRO DE AÇO 4 PORTAS,1,BOM,SEAS,,,
953,774538,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,49897,STDS,,,3042,000.000.021,"R$ 750,00","ARMARIO, ROUPEIRO, ACO, 04 PORTAS, DOBRADICAS, VENEZIANAS, EMBALAGEM 1.0 UNIDADE",ARMÁRIO ROUPEIRO DE AÇO 4 PORTAS,1,BOM,SEAS,,,
954,774538,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,49898,STDS,,,3042,000.000.021,"R$ 750,00","ARMARIO, ROUPEIRO, ACO, 04 PORTAS, DOBRADICAS, VENEZIANAS, EMBALAGEM 1.0 UNIDADE",ARMÁRIO ROUPEIRO DE AÇO 4 PORTAS,1,BOM,SEAS,,,
955,774538,71,MOBILIÁRIOS EM GERAL,26,MOBILIARIOS DIVERSOS ,49899,STDS,,,3042,000.000.021,"R$ 750,00","ARMARIO, ROUPEIRO, ACO, 04 PORTAS, DOBRADICAS, VENEZIANAS, EMBALAGEM 1.0 UNIDADE",ARMÁRIO ROUPEIRO DE AÇO 4 PORTAS,1,BOM,SEAS,1,,
